,sigma,function,mae_nn_interp.,mae_nn_extrap.,mae_mdl_interp.,mae_mdl_extrap.,rmse_nn_interp.,rmse_nn_extrap.,rmse_mdl_interp.,rmse_mdl_extrap.,r
120,0.14,8,0.05976327133199766,0.03181345209088084,0.01945785355453296,0.031323696727460874,0.0652285073829557,0.038076621352862085,0.02062895308050215,0.031351216212327185,0
121,0.14,8,0.0378903770817074,0.23609745441849936,0.01794550096950092,0.028889077020525174,0.04576745942042467,0.24764764204999212,0.01902557733145742,0.028914457566275743,1
122,0.14,8,0.039737789737290696,0.05159895378495137,0.0006468321820870574,0.0010412852090017448,0.05214002190266209,0.060007067252070063,0.0006857627280334965,0.0010422000318210307,2
123,0.16,8,0.05999468146255449,0.22159831236339084,0.011941907109564515,0.019224354608238098,0.07084995467490406,0.23300606254650688,0.012660648347696665,0.0192412441963448,0
124,0.16,8,0.023156126681839244,0.07881766386101709,0.0069958491472589465,0.011262077619489285,0.02840607566253658,0.08478281169329074,0.007416904614510032,0.011271971936156613,1
125,0.16,8,0.05243068544837547,0.17883242396101084,0.004657690185570574,0.007498055960509345,0.06223058210786489,0.18429249659481314,0.0049380201178082575,0.007504643389806957,2
126,0.18,8,0.037717925374952145,0.05274124536160346,0.0171653267954063,0.02763313482960224,0.04142053893168326,0.054403111597092005,0.01819844722756843,0.027657411965291832,0
127,0.18,8,0.021658069101250437,0.02325950218876185,0.017593870379535602,0.028323014071736742,0.034119522200920106,0.023313845238148154,0.01865278333741617,0.02834789730196009,1
128,0.18,8,0.019907339626856885,0.03623455471135115,0.07108050115478104,0.0692640173429834,0.025878038363372647,0.038152061468166784,0.08341042502268821,0.07280877449675921,2
129,0.2,8,0.10916845645024627,0.1066946986592078,0.07330553346893737,0.11378112810106603,0.12067247457072505,0.12991123018083814,0.08574703985653107,0.11710995986567563,0
130,0.2,8,0.06428035807583997,0.14248487009814564,0.07165005649502859,0.09303596046205234,0.08142206498575222,0.14748854660124242,0.0842370224681738,0.09640269304775713,1
131,0.2,8,0.014356744650341252,0.005986089169144974,0.002311434542669699,0.003721000079327614,0.03297984575220408,0.00674323917791304,0.0024505516292302855,0.003724269170018332,2
132,0.0,10,0.006935449889307025,0.07734972051950822,6.180928206002366e-12,1.8038787331334672e-11,0.007956568502137608,0.08653710063357162,7.776513287360635e-12,2.2674594809426997e-11,0
133,0.0,10,0.007135875576430152,0.08002590051087916,1.0128701984745563e-11,3.137552199308813e-11,0.008193540707019248,0.08948426702043343,1.2726093630731097e-11,3.956507575793033e-11,1
134,0.0,10,0.006996120590420051,0.0762613879056824,1.8337235759890082e-17,2.67523620391604e-18,0.008012190247275218,0.08526740324977447,3.4209825417138405e-17,1.7234003684281805e-17,2
135,0.02,10,0.007026601509715503,0.07531399135196468,0.00029482698910149503,0.0006718659004164613,0.008861617731932944,0.08398746997798535,0.00040486166118548187,0.0007188697017156048,0
136,0.02,10,0.012866364601716845,0.045729491710815785,0.0004910508690456742,0.0020941609823278643,0.014367914988191248,0.057400725709754366,0.0006427355969257753,0.0021025713120642695,1
137,0.02,10,0.008065500453701325,0.08664540346445058,0.00030272939896088083,0.0007897346231249282,0.009441926834671729,0.09598316797334126,0.0004027148164474741,0.0008162222598693328,2
138,0.04,10,0.012501554128477666,0.03972967867220209,0.0007735865805353605,0.0006762500308403989,0.014561032004755423,0.05069518381152068,0.0008396080902534561,0.0008451025435026332,0
139,0.04,10,0.00850815805873833,0.0825806376934111,0.00016208657593133553,0.0004918589153187425,0.009614230123125981,0.09288833813761757,0.00019769717601255128,0.0006347858512803082,1
140,0.04,10,0.00953506870011345,0.06253859156165253,0.0006842811071673365,0.001286434853195759,0.011216845627776414,0.07335041109974398,0.0007743785986651647,0.0012868182521977543,2
141,0.06,10,0.017016113416698408,0.10327010936552128,0.0006207230948462977,0.0021224912887037226,0.01887130747412671,0.1107710148279729,0.0009029543320875166,0.0021248444145238973,0
142,0.06,10,0.017475382931152576,0.08239782110154552,0.0033964642519058795,0.014681488370589807,0.019135049438046076,0.0897477980691612,0.0037767034318083037,0.01910005807143495,1
